pais,anio,pbi,sancionado_USA,tipo_financiera,tipo_comercial,tipo_armamento,motivo_militar,poblacion,pbi_per_capita,exportaciones_pct_pbi,conflicto_armado
American Samoa,2005,-0.408163265306129,0,0,0,0,0,NA,NA,NA,NA
American Samoa,2006,-4.09836065573771,0,0,0,0,0,NA,NA,NA,NA
American Samoa,2007,1.85185185185186,0,0,0,0,0,NA,NA,NA,NA
American Samoa,2008,-2.65734265734265,0,0,0,0,0,NA,NA,NA,NA
American Samoa,2009,-4.16666666666666,0,0,0,0,0,NA,NA,NA,NA
American Samoa,2010,0.299850074962521,0,0,0,0,0,NA,NA,NA,NA
American Samoa,2011,0,0,0,0,0,0,NA,NA,NA,NA
American Samoa,2012,-4.33482810164425,0,0,0,0,0,NA,NA,NA,NA
American Samoa,2013,-2.5,0,0,0,0,0,NA,NA,NA,NA
American Samoa,2014,1.76282051282051,0,0,0,0,0,NA,NA,NA,NA
American Samoa,2015,3.14960629921259,0,0,0,0,0,NA,NA,NA,NA
American Samoa,2016,-1.67938931297709,0,0,0,0,0,NA,NA,NA,NA
American Samoa,2017,-6.98757763975155,0,0,0,0,0,NA,NA,NA,NA
American Samoa,2018,2.6711185308848,0,0,0,0,0,NA,NA,NA,NA
American Samoa,2019,-0.487804878048777,0,0,0,0,0,NA,NA,NA,NA
American Samoa,2020,4.41176470588236,0,0,0,0,0,NA,NA,NA,NA
Andorra,2001,8.11935772169949,0,0,0,0,0,NA,NA,NA,NA
Andorra,2002,4.54636221364653,0,0,0,0,0,NA,NA,NA,NA
Andorra,2003,8.69420371612468,0,0,0,0,0,NA,NA,NA,NA
Andorra,2004,8.13567633837351,0,0,0,0,0,NA,NA,NA,NA
Andorra,2005,5.39779598500422,0,0,0,0,0,NA,NA,NA,NA
Andorra,2006,4.80868869916921,0,0,0,0,0,NA,NA,NA,NA
Andorra,2007,1.55318814103222,0,0,0,0,0,NA,NA,NA,NA
Andorra,2008,-5.55918636850581,0,0,0,0,0,NA,NA,NA,NA
Andorra,2009,-5.30284654348291,0,0,0,0,0,NA,NA,NA,NA
Andorra,2010,-1.97495799965345,0,0,0,0,0,NA,NA,NA,NA
Andorra,2011,-0.00806975341139093,0,0,0,0,0,NA,NA,NA,NA
Andorra,2012,-4.97444371853503,0,0,0,0,0,NA,NA,NA,NA
Andorra,2013,-3.54759651549344,0,0,0,0,0,NA,NA,NA,NA
Andorra,2014,2.50446552114518,0,0,0,0,0,NA,NA,NA,NA
Andorra,2015,1.43414039522716,0,0,0,0,0,NA,NA,NA,NA
Andorra,2016,3.70967806978986,0,0,0,0,0,NA,NA,NA,NA
Andorra,2017,0.346071889630295,0,0,0,0,0,NA,NA,NA,NA
Andorra,2018,1.58876549046354,0,0,0,0,0,NA,NA,NA,NA
Andorra,2019,2.01554763848308,0,0,0,0,0,NA,NA,NA,NA
Andorra,2020,-11.1839399355384,0,0,0,0,0,NA,NA,NA,NA
Angola,2001,4.2059985561951,0,0,0,0,0,NA,NA,NA,NA
Angola,2002,13.6656887608562,0,0,0,0,0,NA,NA,NA,NA
Angola,2003,2.99000000000001,0,0,0,0,0,NA,NA,NA,NA
Angola,2004,10.9500000059465,0,0,0,0,0,NA,NA,NA,NA
Angola,2005,15.0299999905513,0,0,0,0,0,NA,NA,NA,NA
Angola,2006,11.549999997879,0,0,0,0,0,NA,NA,NA,NA
Angola,2007,14.0100000086059,0,0,0,0,0,NA,NA,NA,NA
Angola,2008,11.1699999942146,0,0,0,0,0,NA,NA,NA,NA
Angola,2009,0.860000002152788,0,0,0,0,0,NA,NA,NA,NA
Angola,2010,4.39837593810763,0,0,0,0,0,NA,NA,NA,NA
Angola,2011,3.47205314798103,0,0,0,0,0,NA,NA,NA,NA
Angola,2012,8.54210707584141,0,0,0,0,0,NA,NA,NA,NA
Angola,2013,4.95461303112738,0,0,0,0,0,NA,NA,NA,NA
Angola,2014,4.82255926962156,0,0,0,0,0,NA,NA,NA,NA
Angola,2015,0.943571561325001,0,0,0,0,0,NA,NA,NA,NA
Angola,2016,-2.58004964404932,0,0,0,0,0,NA,NA,NA,NA
Angola,2017,-0.147212941085755,0,0,0,0,0,NA,NA,NA,NA
Angola,2018,-1.31636168896895,0,0,0,0,0,NA,NA,NA,NA
Angola,2019,-0.702272957616017,0,0,0,0,0,NA,NA,NA,NA
Angola,2020,-5.63821471714934,0,0,0,0,0,NA,NA,NA,NA
Antigua and Barbuda,2001,-4.54806804210732,1,1,0,0,0,NA,NA,NA,NA
Antigua and Barbuda,2002,1.027224986623,0,0,0,0,0,NA,NA,NA,NA
Antigua and Barbuda,2003,6.07689599725983,0,0,0,0,0,NA,NA,NA,NA
Antigua and Barbuda,2004,5.76673543217628,0,0,0,0,0,NA,NA,NA,NA
Antigua and Barbuda,2005,6.47391719763229,0,0,0,0,0,NA,NA,NA,NA
Antigua and Barbuda,2006,12.7080125311953,0,0,0,0,0,NA,NA,NA,NA
Antigua and Barbuda,2007,9.31533050979209,0,0,0,0,0,NA,NA,NA,NA
Antigua and Barbuda,2008,-0.0140064472754204,0,0,0,0,0,NA,NA,NA,NA
Antigua and Barbuda,2009,-11.9629660759428,0,0,0,0,0,NA,NA,NA,NA
Antigua and Barbuda,2010,-7.84043006330508,0,0,0,0,0,NA,NA,NA,NA
Antigua and Barbuda,2011,-1.95872181050282,0,0,0,0,0,NA,NA,NA,NA
Antigua and Barbuda,2012,3.37283525153347,0,0,0,0,0,NA,NA,NA,NA
Antigua and Barbuda,2013,-0.600715511931753,0,0,0,0,0,NA,NA,NA,NA
Antigua and Barbuda,2014,2.21145251322996,0,0,0,0,0,NA,NA,NA,NA
Antigua and Barbuda,2015,1.44515529873077,0,0,0,0,0,NA,NA,NA,NA
Antigua and Barbuda,2016,4.09976553877765,0,0,0,0,0,NA,NA,NA,NA
Antigua and Barbuda,2017,2.46333336590416,0,0,0,0,0,NA,NA,NA,NA
Antigua and Barbuda,2018,6.95318609219737,0,0,0,0,0,NA,NA,NA,NA
Antigua and Barbuda,2019,3.10044514982847,0,0,0,0,0,NA,NA,NA,NA
Antigua and Barbuda,2020,-18.8803992026325,0,0,0,0,0,NA,NA,NA,NA
Argentina,2001,-4.40883968258557,0,0,0,0,0,NA,NA,NA,NA
Argentina,2002,-10.8944848285903,0,0,0,0,0,NA,NA,NA,NA
Argentina,2003,8.83704079576924,0,0,0,0,0,NA,NA,NA,NA
Argentina,2004,9.02957330068152,0,0,0,0,0,NA,NA,NA,NA
Argentina,2005,8.85165992013437,0,0,0,0,0,NA,NA,NA,NA
Argentina,2006,8.04715150043027,0,0,0,0,0,NA,NA,NA,NA
Argentina,2007,9.00765087504757,0,0,0,0,0,NA,NA,NA,NA
Argentina,2008,4.05723310346406,0,0,0,0,0,NA,NA,NA,NA
Argentina,2009,-5.91852507634947,0,0,0,0,0,NA,NA,NA,NA
Argentina,2010,10.1253981561002,0,0,0,0,0,NA,NA,NA,NA
Argentina,2011,6.00395169280579,0,0,0,0,0,NA,NA,NA,NA
Argentina,2012,-1.0264204544321,0,0,0,0,0,NA,NA,NA,NA
Argentina,2013,2.40532378079436,0,0,0,0,0,NA,NA,NA,NA
Argentina,2014,-2.51261532081394,0,0,0,0,0,NA,NA,NA,NA
Argentina,2015,2.73115982828944,0,0,0,0,0,NA,NA,NA,NA
Argentina,2016,-2.08032784377811,0,0,0,0,0,NA,NA,NA,NA
Argentina,2017,2.81850297775918,0,0,0,0,0,NA,NA,NA,NA
Argentina,2018,-2.61739646282038,0,0,0,0,0,NA,NA,NA,NA
Argentina,2019,-2.00086100285785,1,1,0,0,0,NA,NA,NA,NA
Argentina,2020,-9.9004848136464,0,0,0,0,0,NA,NA,NA,NA
Armenia,2001,9.59999999927597,0,0,0,0,0,NA,NA,NA,NA
Armenia,2002,13.1999999979356,0,0,0,0,0,NA,NA,NA,NA
Armenia,2003,14.0000000015501,0,0,0,0,0,NA,NA,NA,NA
Armenia,2004,10.4999999988202,0,0,0,0,0,NA,NA,NA,NA
Armenia,2005,13.8999999991133,0,0,0,0,0,NA,NA,NA,NA
Armenia,2006,13.1999999994661,0,0,0,0,0,NA,NA,NA,NA
Armenia,2007,13.7000000015467,0,0,0,0,0,NA,NA,NA,NA
Armenia,2008,6.90000000042959,0,0,0,0,0,NA,NA,NA,NA
Armenia,2009,-14.1000000006998,0,0,0,0,0,NA,NA,NA,NA
Armenia,2010,2.2000000002151,0,0,0,0,0,NA,NA,NA,NA
Armenia,2011,4.69999999867412,0,0,0,0,0,NA,NA,NA,NA
Armenia,2012,7.20000000096486,0,0,0,0,0,NA,NA,NA,NA
Armenia,2013,3.3,0,0,0,0,0,NA,NA,NA,NA
Armenia,2014,3.60000000058993,0,0,0,0,0,NA,NA,NA,NA
Armenia,2015,3.19999999896625,0,0,0,0,0,NA,NA,NA,NA
Armenia,2016,0.199999999825991,0,0,0,0,0,NA,NA,NA,NA
Armenia,2017,7.50000000164144,0,0,0,0,0,NA,NA,NA,NA
Armenia,2018,5.19999999965324,0,0,0,0,0,NA,NA,NA,NA
Armenia,2019,7.59999999853918,0,0,0,0,0,NA,NA,NA,NA
Armenia,2020,-7.19999999920631,0,0,0,0,0,NA,NA,NA,NA
Aruba,2001,4.1820016304779,0,0,0,0,0,NA,NA,NA,NA
Aruba,2002,-0.944953481157384,0,0,0,0,0,NA,NA,NA,NA
Aruba,2003,1.11050459944282,0,0,0,0,0,NA,NA,NA,NA
Aruba,2004,7.29372807096192,0,0,0,0,0,NA,NA,NA,NA
Aruba,2005,-0.383137672063768,0,0,0,0,0,NA,NA,NA,NA
Aruba,2006,1.12741146411624,0,0,0,0,0,NA,NA,NA,NA
Aruba,2007,3.0895443848509,0,0,0,0,0,NA,NA,NA,NA
Aruba,2008,1.83575517191368,0,0,0,0,0,NA,NA,NA,NA
Aruba,2009,-11.6777413693852,0,0,0,0,0,NA,NA,NA,NA
Aruba,2010,-2.73345679250639,0,0,0,0,0,NA,NA,NA,NA
Aruba,2011,3.36923718421511,0,0,0,0,0,NA,NA,NA,NA
Aruba,2012,-1.04079988436683,0,0,0,0,0,NA,NA,NA,NA
Aruba,2013,6.43148260418822,0,0,0,0,0,NA,NA,NA,NA
Aruba,2014,-1.58657513817235,0,0,0,0,0,NA,NA,NA,NA
Aruba,2015,-0.623625902371245,0,0,0,0,0,NA,NA,NA,NA
Aruba,2016,1.71962497989442,0,0,0,0,0,NA,NA,NA,NA
Aruba,2017,7.04853338603499,0,0,0,0,0,NA,NA,NA,NA
Aruba,2018,2.39708527621045,0,0,0,0,0,NA,NA,NA,NA
Aruba,2019,-2.23244039160568,0,0,0,0,0,NA,NA,NA,NA
Aruba,2020,-26.2118207828803,0,0,0,0,0,NA,NA,NA,NA
Australia,2001,2.02510553454593,0,0,0,0,0,NA,NA,NA,NA
Australia,2002,3.97958568067362,0,0,0,0,0,NA,NA,NA,NA
Australia,2003,3.09076190489348,0,0,0,0,0,NA,NA,NA,NA
Australia,2004,4.22428481359962,0,0,0,0,0,NA,NA,NA,NA
Australia,2005,3.15416753184221,0,0,0,0,0,NA,NA,NA,NA
Australia,2006,2.75534610557227,0,0,0,0,0,NA,NA,NA,NA
Australia,2007,3.77332171303566,0,0,0,0,0,NA,NA,NA,NA
Australia,2008,3.58626695226046,0,0,0,0,0,NA,NA,NA,NA
Australia,2009,1.89255581922549,0,0,0,0,0,NA,NA,NA,NA
Australia,2010,2.21998026536549,0,0,0,0,0,NA,NA,NA,NA
Australia,2011,2.40708018291988,0,0,0,0,0,NA,NA,NA,NA
Australia,2012,3.91670942454073,0,0,0,0,0,NA,NA,NA,NA
Australia,2013,2.60219339436559,0,0,0,0,0,NA,NA,NA,NA
Australia,2014,2.59528411594042,0,0,0,0,0,NA,NA,NA,NA
Australia,2015,2.19016928695221,0,0,0,0,0,NA,NA,NA,NA
Australia,2016,2.7593859723839,0,0,0,0,0,NA,NA,NA,NA
Australia,2017,2.27959179820343,0,0,0,0,0,NA,NA,NA,NA
Australia,2018,2.87846971467883,0,0,0,0,0,NA,NA,NA,NA
Australia,2019,2.17154505737176,0,0,0,0,0,NA,NA,NA,NA
Australia,2020,-0.119590735829973,0,0,0,0,0,NA,NA,NA,NA
Austria,2001,1.31698760895746,0,0,0,0,0,NA,NA,NA,NA
Austria,2002,1.4843689777327,0,0,0,0,0,NA,NA,NA,NA
Austria,2003,1.14156501477392,0,0,0,0,0,NA,NA,NA,NA
Austria,2004,2.56525509257357,0,0,0,0,0,NA,NA,NA,NA
Austria,2005,2.32036526679731,0,0,0,0,0,NA,NA,NA,NA
Austria,2006,3.26933610602393,0,0,0,0,0,NA,NA,NA,NA
Austria,2007,3.77522461621224,0,0,0,0,0,NA,NA,NA,NA
Austria,2008,1.45330559752681,0,0,0,0,0,NA,NA,NA,NA
Austria,2009,-3.58626477931313,0,0,0,0,0,NA,NA,NA,NA
Austria,2010,1.8089826696085,0,0,0,0,0,NA,NA,NA,NA
Austria,2011,2.92746790789693,0,0,0,0,0,NA,NA,NA,NA
Austria,2012,0.628246179413949,0,0,0,0,0,NA,NA,NA,NA
Austria,2013,-0.250726545926739,0,0,0,0,0,NA,NA,NA,NA
Austria,2014,0.755799076892799,0,0,0,0,0,NA,NA,NA,NA
Austria,2015,1.30352309798889,0,0,0,0,0,NA,NA,NA,NA
Austria,2016,2.11721967096108,0,0,0,0,0,NA,NA,NA,NA
Austria,2017,2.27225012037459,0,0,0,0,0,NA,NA,NA,NA
Austria,2018,2.48422086689928,0,0,0,0,0,NA,NA,NA,NA
Austria,2019,1.7549764558533,0,0,0,0,0,NA,NA,NA,NA
Austria,2020,-6.31825528670208,0,0,0,0,0,NA,NA,NA,NA
Azerbaijan,2001,9.89999986533643,0,0,0,0,0,NA,NA,NA,NA
Azerbaijan,2002,9.43891626906561,0,0,0,0,0,NA,NA,NA,NA
Azerbaijan,2003,10.2082994004776,0,0,0,0,0,NA,NA,NA,NA
Azerbaijan,2004,9.25380179728907,0,0,0,0,0,NA,NA,NA,NA
Azerbaijan,2005,27.9615381082131,0,0,0,0,0,NA,NA,NA,NA
Azerbaijan,2006,34.5,0,0,0,0,0,NA,NA,NA,NA
Azerbaijan,2007,24.9999998515683,0,0,0,0,0,NA,NA,NA,NA
Azerbaijan,2008,10.7589780604684,0,0,0,0,0,NA,NA,NA,NA
Azerbaijan,2009,9.29636374447091,0,0,0,0,0,NA,NA,NA,NA
Azerbaijan,2010,5.04894451349574,0,0,0,0,0,NA,NA,NA,NA
Azerbaijan,2011,0.10000013782458,0,0,0,0,0,NA,NA,NA,NA
Azerbaijan,2012,2.1652394748416,0,0,0,0,0,NA,NA,NA,NA
Azerbaijan,2013,5.80980084268208,0,0,0,0,0,NA,NA,NA,NA
Azerbaijan,2014,2.75050681535518,0,0,0,0,0,NA,NA,NA,NA
Azerbaijan,2015,1.09397591627469,0,0,0,0,0,NA,NA,NA,NA
Azerbaijan,2016,-3.09999988037266,0,0,0,0,0,NA,NA,NA,NA
Azerbaijan,2017,0.199999938958655,0,0,0,0,0,NA,NA,NA,NA
Azerbaijan,2018,1.49999999999999,0,0,0,0,0,NA,NA,NA,NA
Azerbaijan,2019,2.50000006743734,0,0,0,0,0,NA,NA,NA,NA
Azerbaijan,2020,-4.30000010230737,0,0,0,0,0,NA,NA,NA,NA
"Bahamas, The",2001,2.62600982683425,0,0,0,0,0,NA,NA,NA,NA
"Bahamas, The",2002,2.70495624731029,0,0,0,0,0,NA,NA,NA,NA
"Bahamas, The",2003,-1.26491667612372,0,0,0,0,0,NA,NA,NA,NA
"Bahamas, The",2004,0.882373744518318,0,0,0,0,0,NA,NA,NA,NA
"Bahamas, The",2005,3.39608420536011,0,0,0,0,0,NA,NA,NA,NA
"Bahamas, The",2006,2.51659221712706,0,0,0,0,0,NA,NA,NA,NA
"Bahamas, The",2007,1.44609991235758,0,0,0,0,0,NA,NA,NA,NA
"Bahamas, The",2008,-2.32364807041851,0,0,0,0,0,NA,NA,NA,NA
"Bahamas, The",2009,-4.17542805647342,0,0,0,0,0,NA,NA,NA,NA
"Bahamas, The",2010,1.53866248693835,0,0,0,0,0,NA,NA,NA,NA
"Bahamas, The",2011,0.613170735890648,0,0,0,0,0,NA,NA,NA,NA
"Bahamas, The",2012,2.99790320655973,0,0,0,0,0,NA,NA,NA,NA
"Bahamas, The",2013,-2.86330925726089,0,0,0,0,0,NA,NA,NA,NA
"Bahamas, The",2014,1.84726084348846,0,0,0,0,0,NA,NA,NA,NA
"Bahamas, The",2015,0.996758610594114,0,0,0,0,0,NA,NA,NA,NA
"Bahamas, The",2016,-0.961908776858536,0,0,0,0,0,NA,NA,NA,NA
"Bahamas, The",2017,2.79951863934495,0,0,0,0,0,NA,NA,NA,NA
"Bahamas, The",2018,2.62988985993933,0,0,0,0,0,NA,NA,NA,NA
"Bahamas, The",2019,-1.35726520928898,0,0,0,0,0,NA,NA,NA,NA
"Bahamas, The",2020,-21.4234630658488,0,0,0,0,0,NA,NA,NA,NA
Bahrain,2001,2.4909481082986,0,0,0,0,0,NA,NA,NA,NA
Bahrain,2002,3.34855066794107,0,0,0,0,0,NA,NA,NA,NA
Bahrain,2003,6.29644197869376,0,0,0,0,0,NA,NA,NA,NA
Bahrain,2004,6.9809605942982,0,0,0,0,0,NA,NA,NA,NA
Bahrain,2005,6.76899787107486,0,0,0,0,0,NA,NA,NA,NA
Bahrain,2006,6.46700012199584,0,0,0,0,0,NA,NA,NA,NA
Bahrain,2007,8.29396044759687,0,0,0,0,0,NA,NA,NA,NA
Bahrain,2008,6.24501077496259,0,0,0,0,0,NA,NA,NA,NA
Bahrain,2009,2.53988593585048,0,0,0,0,0,NA,NA,NA,NA
Bahrain,2010,4.33429917283135,0,0,0,0,0,NA,NA,NA,NA
Bahrain,2011,1.92815791170796,0,0,0,0,0,NA,NA,NA,NA
Bahrain,2012,3.80302899043062,0,0,0,0,0,NA,NA,NA,NA
Bahrain,2013,5.29262224906203,0,0,0,0,0,NA,NA,NA,NA
Bahrain,2014,4.30885692657077,0,0,0,0,0,NA,NA,NA,NA
Bahrain,2015,2.50787205267615,0,0,0,0,0,NA,NA,NA,NA
Bahrain,2016,3.81499327422425,0,0,0,0,0,NA,NA,NA,NA
Bahrain,2017,4.95383534123657,0,0,0,0,0,NA,NA,NA,NA
Bahrain,2018,2.05258864979861,0,0,0,0,0,NA,NA,NA,NA
Bahrain,2019,2.05287774418655,0,0,0,0,0,NA,NA,NA,NA
Bahrain,2020,-5.9113629524152,0,0,0,0,0,NA,NA,NA,NA
Bangladesh,2001,5.07728777526728,0,0,0,0,0,NA,NA,NA,NA
Bangladesh,2002,3.83312393993225,0,0,0,0,0,NA,NA,NA,NA
Bangladesh,2003,4.73956739963045,0,0,0,0,0,NA,NA,NA,NA
Bangladesh,2004,5.23953291029852,0,0,0,0,0,NA,NA,NA,NA
Bangladesh,2005,6.53594493875502,0,0,0,0,0,NA,NA,NA,NA
Bangladesh,2006,6.67190498576788,0,0,0,0,0,NA,NA,NA,NA
Bangladesh,2007,7.05859935449848,0,0,0,0,0,NA,NA,NA,NA
Bangladesh,2008,6.01378975738535,0,0,0,0,0,NA,NA,NA,NA
Bangladesh,2009,5.04512479919337,0,0,0,0,0,NA,NA,NA,NA
Bangladesh,2010,5.57178818533122,0,0,0,0,0,NA,NA,NA,NA
Bangladesh,2011,6.46437912497728,0,0,0,0,0,NA,NA,NA,NA
Bangladesh,2012,6.52145877906443,0,0,0,0,0,NA,NA,NA,NA
Bangladesh,2013,6.01360565834344,0,0,0,0,0,NA,NA,NA,NA
Bangladesh,2014,6.0610593588495,0,0,0,0,0,NA,NA,NA,NA
Bangladesh,2015,6.55263987816197,0,0,0,0,0,NA,NA,NA,NA
Bangladesh,2016,7.11347821270093,0,0,0,0,0,NA,NA,NA,NA
Bangladesh,2017,6.59024999794057,0,0,0,0,0,NA,NA,NA,NA
Bangladesh,2018,7.31941263014136,0,0,0,0,0,NA,NA,NA,NA
Bangladesh,2019,7.88191515117722,0,0,0,0,0,NA,NA,NA,NA
Bangladesh,2020,3.44801755122445,0,0,0,0,0,NA,NA,NA,NA
Barbados,2001,-2.36546422235413,0,0,0,0,0,NA,NA,NA,NA
Barbados,2002,0.787401574803141,0,0,0,0,0,NA,NA,NA,NA
Barbados,2003,2.17548076923076,0,0,0,0,0,NA,NA,NA,NA
Barbados,2004,1.41159863545504,0,0,0,0,0,NA,NA,NA,NA
Barbados,2005,3.95545760352553,0,0,0,0,0,NA,NA,NA,NA
Barbados,2006,6.07054563713541,0,0,0,0,0,NA,NA,NA,NA
Barbados,2007,2.0791838891773,0,0,0,0,0,NA,NA,NA,NA
Barbados,2008,0.633461059310008,0,0,0,0,0,NA,NA,NA,NA
Barbados,2009,-5.01727595949647,0,0,0,0,0,NA,NA,NA,NA
Barbados,2010,-2.21771043677785,0,0,0,0,0,NA,NA,NA,NA
Barbados,2011,-0.731434558650108,0,0,0,0,0,NA,NA,NA,NA
Barbados,2012,-0.313311151079603,0,0,0,0,0,NA,NA,NA,NA
Barbados,2013,-1.01038184618172,0,0,0,0,0,NA,NA,NA,NA
Barbados,2014,0.0824054778140209,0,0,0,0,0,NA,NA,NA,NA
Barbados,2015,-0.846098521356325,0,0,0,0,0,NA,NA,NA,NA
Barbados,2016,1.79193033431267,0,0,0,0,0,NA,NA,NA,NA
Barbados,2017,0.12844600157031,0,0,0,0,0,NA,NA,NA,NA
Barbados,2018,-1.17406509373819,0,0,0,0,0,NA,NA,NA,NA
Barbados,2019,0.652585417698418,0,0,0,0,0,NA,NA,NA,NA
Barbados,2020,-15.0543629495892,0,0,0,0,0,NA,NA,NA,NA
Belarus,2001,4.72530604998069,0,0,0,0,0,NA,NA,NA,NA
Belarus,2002,5.04526750544767,1,0,0,0,0,NA,NA,NA,NA
Belarus,2003,7.04319251194427,0,0,0,0,0,NA,NA,NA,NA
Belarus,2004,11.4497430572271,1,1,0,0,0,NA,NA,NA,NA
Belarus,2005,9.40000158864014,0,0,0,0,0,NA,NA,NA,NA
Belarus,2006,9.99999472133979,1,1,1,0,0,NA,NA,NA,NA
Belarus,2007,8.60000659901775,0,0,0,0,0,NA,NA,NA,NA
Belarus,2008,10.199999472722,0,0,0,0,0,NA,NA,NA,NA
Belarus,2009,0.199995249385182,0,0,0,0,0,NA,NA,NA,NA
Belarus,2010,7.75001706649184,0,0,0,0,0,NA,NA,NA,NA
Belarus,2011,5.5499747229649,0,0,0,0,0,NA,NA,NA,NA
Belarus,2012,1.707852569854,0,0,0,0,0,NA,NA,NA,NA
Belarus,2013,0.998719278658683,0,0,0,0,0,NA,NA,NA,NA
Belarus,2014,1.65112468524535,0,0,0,0,0,NA,NA,NA,NA
Belarus,2015,-3.82957055828389,0,0,0,0,0,NA,NA,NA,NA
